ans_id,question_id,content
575,575,另外很多癫痫病女性患者都想知道到底癫痫病会不会遗传给后代。可以明确指出的是癫痫病是具有一定的遗传倾向的，如果父母双方都患有癫痫病，那么孩子患上癫痫病的几率也会相对的提高。但是病情控制稳定的情况下还是可以放心生儿育女的。
576,576,这个问题我来给你回答，由于个体敏感性差异，在开浦兰左乙拉西坦片治疗初始阶段或者剂量增加后，会产生嗜睡或者其他中枢神经症状。因而，对于这些需要服用药物的病人，不推荐操作需要技巧的机器，如驾驶汽车或者操纵机械。希望对你有帮助！
577,577,癫痫患者存在一定的自杀倾向，自杀不仅是指个体蓄意或资源采取各种手段结束自己生命的行为，还包括潜在的自伤行为，如故意的对抗癫痫药物治疗的不依从性和参加一些危险性大的活动，如爬山、游泳、高空作业等等。自杀行为除与患者性别、年龄、病程、发作频率、发作类型、癫痫类型等因素有关外，抗癫痫药物对该行为的影响作用也不容忽视。
578,578,一般癫痫患者在脑外伤癫痫症状发作前，都会感觉到胸闷、上腹部不适等。因此，一旦患者感觉有癫痫发作的预兆，就应该及时寻找安全的地方坐下或者是躺下。同时患者的家属也应该多注意观察患者，以便患者发作时能够尽早的采取防范措施，来减少意外伤害的发生。
579,579,癫痫不是精神病，是脑部的一种异常，放电。最好到医院检查后，根据医生的医嘱进行治疗。建议医院检查，根据医生的医嘱进行治疗。发作时一定要注意护理一面，患者，伤害自己。
580,580,早期癫痫是可以治好的。癫痫是一种神经疾病，且有着不同的类型，要想治愈癫痫，就需要患者能够及时的到正规的医院进行检查，专家会根据患者的实际病情给出最佳的治疗方法，患者积极配合治疗才能达到治愈的目的，不同的癫痫类型患者也就导致治疗方法的不同。
581,581,想癫痫治愈应尽量避免造成依从性差的因素如睡眠不足、精神压力和酗酒等。接受抗癫痫药物治疗的患者可能会因嗜睡（药物副作用）而影响学习和工作，
582,582,癫痫病人不要吃葱姜蒜辣椒等刺激性食物，不可与饮用浓茶，咖啡，可乐等兴奋性饮料，不吃或少吃发物，如羊肉狗肉，避免暴饮暴食，过饥或过饱。儿童不可受惊吓。
583,583,癫痫是局部神经感觉障碍短暂性，精神病是由于体内某种相应激素缺乏引起，持久性。不需要过多的担心，轻微的癫痫可以给予药物对症处理，便于控制，放松心情避免紧张，希望对你有帮助
584,584,系统性疾病？，如心搏骤停、co中毒窒息、麻醉意外和呼吸衰竭等可引起肌阵挛性发作或全身性大发作；如低血糖症，最常导致癫痫其他代谢及内分泌障碍如高血糖症、低钙血症、低钠血症，以及尿毒症、肝性脑病和甲状腺毒血症等均可导致癫痫发作；如心脏骤停、高血压脑病等；热性发作导致海马硬化是颞叶癫痫继发全身性发作，并成为难治性癫痫的重要病因；如酒精、异烟肼、卡巴唑等药物及铅、铊等重金属中毒。隐源性癫痫较多见，临床表现提示症状性癫痫，但未找到明确病因，可在特殊年龄段起病，无特定临床和脑电图表现。
585,585,癫痫病是脑部疾病的，如果频繁发作对于患者的脑部还是有一定的影响的，而且多数癫痫患者显示出与非癫痫患儿同等程度的智能。但一些情况下，癫痫或相关疾病能干扰孩子的学习能力及学习成绩。要尽快的辨别出这些因素，减轻癫痫对孩子学习的影响。家长和老师要有耐心和爱心，及时给患儿补课，以强化教育。
586,586,你好！首先原发性癫痫除了主要与遗传有较大的关系，另外代谢障碍大脑疾病也是原发性癫痫的病因。你好！癫痫遗传也会出现隔代遗传的现象，也就是说并不一定是父母患病才会遗传，可能其上几代有癫痫也会出现遗传的。
587,587,你好，癔病不是羊角风，癔病是神经症的一种。癔病没有器官上的病变，但是会出现神经系统的一些疾病，而羊角风是我们常说的癫痫，癔病和癫痫完全是两个概念。
588,588,癫痫发作后由于意识处于模糊状态，可以出现呓语等。癔症是功能性疾患，其发作表现多样，可以出现精神及躯体症状，其发作多有响应的诱发因素，发作时意识清晰，脑电图检查正常。
589,589,你好，癫痫患者如果经常抽搐，容易引发脑实质的改变，也有可能脑部其他疾病引起的癫痫发作，建议患者及时的去精神科医院治疗，药物控制。
590,590,您好，主要是面红，眼睛发直，吐舌，咬牙，烦躁不安，气短，手脚抽搐，这些都是发作时精神障碍的主要表现，建议要保持病人心情愉快。
591,591,你好，考虑老人年龄过大，还是用药物保守治疗比较好的，但是具体的药物选择剂量控制还是要根据患者的病情状况诊断后才能确定的，建议及时去正规的医院检查诊断治疗控制的，避免癫痫病频繁发作给人的生活带来不便的
592,592,是考虑癔病你可以在百度打癔症，然后查下有关详细资料，就可以自己判断。诊断没有问题可以药物治疗下，结合心理辅导。ee
593,593,二者的区别很明显，精神病是一种严重的心理障碍，患者缺乏正常的认识、情感、意志、动作行为等能力，而且患者常常会无法自控地进行一系列危险动作：如自杀、攻击或者伤害他人的行为。而癫痫病是一种脑神经元短暂缺失引起的一系列身体不协调的动作，持续时间通常是数秒至1分钟，属于一种大脑神经紊乱造成的发作性疾病。
594,594,你好！部分癫痫孩子智力较差（约占患儿的20%，尤其是发作频繁的患儿，学习较吃力），对这部分患儿应给予特殊的照顾。家长和老师要有耐心和爱心，及时给他们补课，强化教育，教学进度不宜快，要求不能太高，经常鼓励他们，增强孩子的自信心，祝好运。
595,595,癫痫的药物治疗，这种治疗方法的花费较小，患者在使用药物的时候，应该从小剂量开始，慢慢的给自己加量直到能，比较有效的控制自己的病情，并且患者没有什么不良反映，这种治疗方法适用于病情比较轻的患者。但是患者在治疗的过程中，一定要避免癫痫疾病的诱导因素，不要给自己过大的心理压力，最好不要喝酒抽烟。
596,596,你好，目前癫痫的主要疗法有：脑异电全息治疗、物理治疗、迷走神经刺激术、心理认知功能训练、生酮饮食治疗、西药治疗、中药治疗和手术治疗等。要根据患者的具体情况，发作类型，病史等综合考虑才能制定一套合适的治疗方案。
597,597,癫痫精神性发作的症状是有很多的，而且患者的这种发作与失神小发作相似，可能会持续一分钟以上。通常患者会出现多种幻觉、错觉、无意识的动作，如脱衣、解纽扣、吸吮、咀嚼、咂嘴等。不同的人表现的症状也是有所区别的以上是对“成人癫痫精神发作有哪些症状”这个问题的建议，希望对您有帮助，祝您健康！
598,598,情感性羊癜疯具体表现在癫痫患者情绪低落时，患者丧失信心，严重抑郁。癫痫患者一旦在情绪上变化多，就容易导致癫痫加重。总之患者的行为会大幅度的起伏，有时甚至会做出一些过激的行为而浑然不觉，这都是情感性癫痫的症状。情感性羊癜疯是羊癜疯病的一种，又称为狂躁抑郁症，发作时患者或会表现为情绪特别狂躁，会做一些比较疯狂的事情或表现为情绪抑郁，对任何食物都没有兴趣，不想做任何事。情感性癫痫病人每次发病，中枢神经系统都会受到一定的影响，且因为增加了神经元的不稳定性，还更容易引起下一次羊癜疯的严重发作。因此，情感性癫痫诊断一旦明确，发作多次，就必须立即进行治疗，以防病情加重。
599,599,因为癫痫病的诱因是有很多的，因此患者还应少吃辛辣刺激的食物，一些高糖类食品也要少吃，比如酒，葱，糖和辣椒等。癫痫患者应少饮酒，因为酒会引起条件反射障碍，甚至会使神经兴奋而引起病发。还有一些兴奋饮料也要少饮，比如咖啡，浓茶等。患者要注意长期规律服用抗癫痫药物，同时也要避免引起病发的因素，约束患者的的活动。患者也要避免太疲劳，也不要暴饮暴食，睡眠也要充足，心情也要保持愉悦。郑州康好医院在线为您解答，希望对患者有所帮助。
600,600,你好，癫痫疾病的发作是很频繁的，患者每一次的发作，都会给心理带来很大的影响，也会因为这个疾病的发作而被周围的人士歧视，长期下去，就会给孩子的心理和精神带来影响，让孩子出现自暴自弃、孤僻叛逆、抑郁焦虑等心理精神疾病，甚至还会影响到以后的性格问题。
601,601,在用药治疗时，一定要听从医生的意见，毕竟很多癫痫的药物如果服用不当会导致很多副作用问题，用药治疗时要从小剂量开始，如果换新药治疗，以前服用的药物药逐渐递减，不能突然就停药，有些比较严重的患者，可能需要终身服药。
602,602,癫痫病能治好。癫痫虽然是一种慢性中枢神经系统疾病但不是不治之症，只要及时科学进行治疗，完全有希望治愈的。癫痫是一种慢性疾病，如不及时有效地进行治疗，可迁延数年，所以癫痫患者一定要积极配合医生治疗。目前治疗癫痫的方法比较多，只有针对异常放电的脑神经以及脑细胞进行修复再生，恢复其正常的组织功能使其不再有异常放电的情况，从而可以达到治愈癫痫的目的。
603,603,郑州康好医院专家说：癫痫病的治疗费用是跟患者所选择的治疗方式，也是决定羊癫疯治疗费用的一个关键因素。目前医学科技非常发达，应用于羊癫疯的治疗技术也越来越多，但是正是这些先进的治疗技术，费用也比传统治疗技术要高很多。很简单的例子，如果采取药物控制，那么药物的价格都比较低。而采取仪器治疗的话，所需要花费的费用，可能是药物的几十倍。不同的治疗方式导致的治疗费用都是有所不同的。
604,604,目前的这种情况就是癫痫发作出现的表现，这方面就是采取规范的治疗，预防癫痫反复发作，作为治疗基础。所以目前应该根据具体的表现情况，确定规范的服药方案，效果不理想，要考虑重新调整治疗方案。
605,605,目前癫痫病多数情况不能根治，只能控制。应该是坚持用药，不要随便停药或是减量，多数情况需要长期用药的，规范治疗可以减少发作次数。常用药物有卡马西平，丙戊酸钠和癫健安片等，不同的发作类型选择不同的药物治疗。另外防止劳累和感冒和避免饮酒等。
606,606,你好，羊癫疯不属于精神病的，是完全可以治疗。
607,607,您好，癫痫病的发病因素有很多，如遗传、外伤、脑血管疾病、颅脑损伤等都会引起，是要根据病因采取针对性的治疗的，建议您尽早到正规医院进行脑电图及头部ct的检查，遵医嘱按时口服抗癫痫药物，平时注意要多休息，保持情绪稳定，多吃蔬菜水果，加强营养，避免熬夜及过度疲劳。
608,608,心理护理也是一个最主要的措施。因为患者朋友往往会因为自己的病症有不自信的状态。所以家属一定要多关心和护理患者朋友。细致的思想疏导工作必须坚持，但是在做思想工作的时候，也不能伤害到他们的自尊心，以免患者朋友情绪进一步激动。
609,609,癫痫的治疗主要看患者自身的情况来确定，因为患者的症状不同，病因不同，自身的身体状况不同，选择的治疗方式就不同，具体的治疗方案需要结合每个患者的详细情况来确定。
610,610,癫痫是一种大脑疾病，而且这种疾病近几年不断的上升。有些患者和家属在癫痫治疗方面存在一些误区，如有病乱投医，轻信谣传，惧怕抗癫痫西药“对脑子有刺激”，长期服用会“变傻”，不敢服用有效抗癫痫药物。而盲目投医，到处寻找“祖传秘方”、“纯中药”，轻信“包治”、“根治”的各种广告，不仅花费了大量时间和金钱，癫痫仍然得不到有效的控制，还延误了治疗的最佳有效时机，人为使患者变成了难治性癫痫。意见建议：选择适合的医院，患者以及家属要根据患者的实际病情，选择对控制患者病情有利的正规医院，切不可盲目就医，轻信传言、广告，以免耽误病情。祝早日康复
611,611,癫痫的发作是由于脑神经元细胞受损，导致脑内放电引起的。所以想彻底杜绝发作，必须修复受损脑神经元细胞，使脑内放电恢复平衡。癫痫患者用药要持之以恒，不可随意减药或者停药否则会导致病情恶化。除了服药之外，还需要避免诱发因素，如高热、劳累、脱水等。
612,612,癫痫病是由于脑细胞异常放电引起的典型表现，可以出现抽搐，意识丧失，癫痫病的治疗，目前首选药物治疗为主，也可以选择中药进行调理，才能够达到很好的治疗效果。
613,613,有癫痫病的患者往往会伴发一些精神障碍状况，在不同的病程阶段，如发作期和休止期，不同的病人会有不同的异常变化，应该及早的给予诊断和抗精神类药物治疗。这种精神行为异常表现形式可以说是多种多样的，比如任性、暴躁、好激动、胆怯、多疑、破坏和攻击行为，还有智能低下以及癫痫发作控制效果不好尤为显著。
614,614,癫痫病通过正确的治疗，大多数癫痫患者是可以治愈的，愈后是良好的。癫痫有许多类型，癫痫的治疗目前还是首选药物治疗为主，药物治疗多数的病人都是可以达到比较理想的效果。
615,615,不一样的，癫痫病是慢性的脑部疾病，精神病是指严重的心理障碍，指在各种生物学、心理学以及社会环境因素的影响下，大脑机能活动发生紊乱而导致认识、情感、意志和行为等精神活动不同程度障碍的疾病。两者之间有本质的不同，所以癫痫病并不是精神病。
616,616,癫痫病的发作会使病人的精神受到强烈的打击，继而出现精神萎靡以及注意力不集中的情况。而且癫痫病的发生会使病人的心理健康受到较大的影响，极大地影响着病人的正常工作以及生活，严重时可能还会出现家庭瓦解以及妻离子散的情况。
617,617,你好，癫痫的发作对孩子的影响是很大的。因为发作的时间不分时间、场合，很容易给孩子造成意外伤害，还有会给孩子的心理造成阴影，容易让孩子更加的自卑，容易患上心理疾病。还有因为癫痫的发作时脑部神经的异常放电造成的，所以发作的时候，给孩子脑部的损伤是很严重的，不仅会影响孩子的正常发育，还有可能会导致智力低下的。
618,618,可以，左洛复主要用于治疗抑郁症和强迫症，不稳定型癫痫患者、肝肾功能不全者、孕妇及哺乳妇女慎用。不宜与电休克合并治疗。出现转向躁狂发作倾向时应立即停药。用药期间不宜驾驶车辆、操作机械或高空作业。感谢您的关注与支持，祝您购物愉快！
619,619,您好，建议您及早治疗，临床上可根据癫痫发作类型选用抗癫痫药物，一旦找到可以完全控制发作的药物和剂量，就应不间断地应用。用药宜从小剂量开始，然后逐渐增量，以既能控制发作，又不产生毒性反应的最小有效剂量为宜。换药宜采取加用新药及递减旧药的原则。不能骤然停药。
620,620,癫痫患者在发作时往往出现肢体抽搐，伴有一些迟钝、头晕和恶心。严重时，会出现身体痉挛等情况，还有一些患者出现相对温和的症状，如暂时停止活动，出现面神经痉挛，但症状并不明显。而有些癫痫患者在癫痫发作时，也会出现一些其他精神方面的障碍。
621,621,癫痫病药物治疗主要是根据发作的类型选择药物治疗，癫痫病有很多发作类型，不同类型，治疗药物不同。目前国内外对于癫痫的治疗主要以药物治疗为主。癫痫患者经过正规的抗癫痫药物治疗，约70%的患者其发作是可以得到控制的，其中50%～60%的患者经过2～5年的治疗是可以痊愈的，患者可以和正常人一样地工作和生活。因此，合理、正规的抗癫痫药物治疗是关键。
622,622,小儿良性癫痫是指发生在某一特定年龄阶段，临床表现及脑电图都具有一定特征性，能自行缓解抗癫痫药治疗效果较好预后良好的一类癫痫综合征。一般就是服用抗癫痫的药物应按照医生的嘱咐调整药物的种类及剂量，原则上以最少的药物、最小的剂量控制发作为前提服药时期应自发作控制后持续2～4年然后在1～2年内逐渐减量、停药。小孩处于生长发育的重要阶段，在选择治疗方法时应注意两点：第一，不可选用需长期服药的癫痫治疗方法，以避免药物对肝肾及孩子智力的影响；第二，不可选择需要开刀的治疗方法，以避免留下后遗症。
623,623,轻易的换药，因为这样可能无法控制病情，而且不明病因就进行药物的更换，也许会给身体造成严重的反噬，所以面对癫痫，还是谨慎为好，如果发现病情有所恶化，一定要去医院做全面的检查，千万不能耽误治疗。
624,624,希望各位家长知道儿童长期受到癫痫病的伤害，会给他们的心理造成十分严重的影响。所以家长在这个时候千万不要责备孩子，而应该对他们的病情引起相对应的重视。及时的带孩子到医院进行治疗，这样才能够让孩子更好的康复。也才能够让孩子尽快的回归到社会正常的学习跟生活。
625,625,根据临床发作类型分为：癫痫的全身强直-阵挛发作、癫痫的失神发作、癫痫的单纯部分性发作、癫痫的复杂部分性发作、癫痫的植物神经性发作。不同类型的癫痫：原发性癫痫、继发性癫痫、症状性癫痫综合征、特发性癫痫综合征、癫痫伴发的精神障碍、癫痫持续状态、外伤性癫痫、难治性癫痫、额叶癫痫、颞叶癫痫、顶叶癫痫、枕叶癫痫、原发性阅读癫痫。不同人群的癫痫：妊娠合并癫痫、早期婴儿型癫痫性脑病、小儿癫痫、老年性癫痫。典型症状：？呼吸暂停，全身抽搐，同时还可能造成头部、肢体的外伤
626,626,癫痫患者心理要怎么调整。纠正错误认知加强心理疏导癫痫是可以控制的。疾病不是不治之症，由于癫痫发作后会引起头痛头晕心悸气促手抖及乏力等症状，从而产生自卑情绪不稳定及不愿与人交往等精神抑郁症状。
627,627,你好！根据身体患有癫痫病的情况，应该是遗传大脑外伤等因素造成的大脑神经元异常放电表现，卡马西平，苯妥英钠等抗癫痫药物进行规范治疗。
628,628,是看恐怖片而引起的癫痫吗。这要看发作的性质，和频率。如果发作频繁，又没有得到控制，那么就会越来越频繁，而且发作形式会变得复杂，难治。所以，有癫痫要尽早的及时治疗。任由发展就会超过你说的7天。
629,629,忧郁本身是癫痫的诱发因素，而罹患癫痫以后往往会使忧郁症状加重。忧郁的人心理负担比较重，经常闷闷不乐，心情也不舒畅，久而久之，甚至会发展成为精神抑郁症，增加患者的痛苦，影响治疗效果。部分患者意识到自己的疾病情况，总觉得和正常人不一样，工作、学习和生活等都受到一定的限制，于是便陷入深深的孤独之中。
630,630,1。癫痫正常情况是跟精神病挂不上钩的，癫痫患者只要及时的治疗，能够稳定病情的。只要不再反复发作，是跟正常人一样的，这点是精神病没有办法相提并论的。2。癫痫患者中虽然也有可能会出现精神病患者，但是这是极少数的，只有那些情感比较丰富的癫痫患者才是有可能引发精神病的，在临床上也被称为癫痫性精神病。
631,631,发作控制良好的情况下，癫痫并不影响儿童的学习。但在一部分孩子中，特别是癫痫发作较频繁的患儿可能会有学习困难。癫痫儿童发生学习困难的原因尚不清楚，可能与初次发作的年龄、发作频率及病灶部位有关。有些孩子的学习困难主要表现在数学，其次是拼字、阅读理解及认词功能。一般来说全身性发作较部分性发作的孩子比较容易受到影响。
632,632,如果你的孩子小于六岁，并且是发高烧之后出现的抽搐，确实需要考虑良性癫痫的可能，但是据统计，有5%良性癫痫的患者，成年人之后会转变为真正意义上的癫痫。
633,633,临床上可根据癫痫发作类型选用抗癫痫药物，一旦找到可以完全控制发作的药物和剂量，就应不间断地应用。用药宜从小剂量开始，然后逐渐增量，以既能控制发作，又不产生毒性反应的最小有效剂量为宜。换药宜采取加用新药及递减旧药的原则。不能骤然停药。
634,634,癫痫病患者。持续用药两年，一直没有发作。不能擅自停药，停药后，可能会复发。要想怀孕一定要在，医生的指导下，正规用药。
635,635,你好，癫痫病的诊断依据首先是准确的病史和体征。癫痫病的诊断依据其次是脑电图。原则上讲发作期脑电图是最有价值的一项辅助检查。不论任何一种癫痫，在发作时均伴有脑部的痫性放电，但目前临床上所使用的常规头皮脑电图不一定都能记录到，而在发作间歇期既使再结合诱发试验、24小时连续描记等，其总的阳性率也只在80～90左右，所以，临床上诊断时一定要结合病史，体检和其他方面的内容进行综合分析，不能因为脑电图呈阴性就否认是癫痫，当然没有临床表现而脑电图呈阳性者，也是不能确诊的。只要临床表现是典型的，一般都可予以诊断，同时注意加强对脑电图的检查。
636,636,你好，如果孩子已经三岁的话，这个癫痫可能性不是太大，一般的话就是癫痫的发病的时间比较早，癫痫的症状根据癫痫的类型不同症状也不一样，有的表现为肢体抽动，意识丧失，口吐白沫，还有的就是发愣
637,637,目前治疗癫痫的方法比较多，只有针对异常放电的脑神经以及脑细胞进行修复治疗，使其不再有异常放电的情况，才能达到治愈癫痫的目的。建议癫痫病患者最好去专业的医院对症治疗，只有这样才能使效果明显。
638,638,女性癫痫患者癫痫护理应避免劳累，保证充足的睡眠，睡眠不足可使大脑兴奋性增高，正常人若睡眠不足脑电图也可有类似癫痫病人的活动，癫痫患者应保证睡眠时间，成人至少保证每天睡眠7~9小时。
639,639,临床上也出现过因注视电脑屏幕或游戏机屏幕时间过长而导致癫痫发作的案例。这是由于长期的用脑造成的大脑处理能力过重造成的，条状光栅引起的图形敏感性发作，光敏性发作也会因此出现。而要避免这种情况的发生，患者就该避免长时间的用脑，注意劳逸结合，癫痫患者并不是不能看电视，而是不能长期的看电视，患者应该针对这点做出相应的改变和调整。
640,640,老年癫痫的症状还有全身强直-阵挛发作，即大发作，表现为突然的意识丧失，继之先强直后阵挛性痉挛。癫痫病患者常伴有尖叫、面色青紫、尿失禁、舌咬伤、口吐白沫或血沫、瞳孔散大。
641,641,癫痫本来就是慢性疾病，一旦确诊，要及时选择对的医院医生，目前疗效受到的是药物治疗和微创治疗，但由于每个患者发作类型和临床症状表现不同，因此治疗方法也不一样，建议选择正规的专科医院就诊。
642,642,平时注意预防不能太劳累，特别是脑力活动，更要注意。饮食和药物方面也有禁忌，多注意点，像咖啡浓茶，忌烟酒。少食辛辣。
643,643,你好，癫痫发作主要是脑部神经元异常发电引起的，压力过大只能是诱因，不是主要原因。初步建议，如果确诊，那么应该积极治疗，保证情绪稳定，希望早日康复。
644,644,及时就医，确定癫痫的病因，确认癫痫的类型，及早进行治疗，如果治疗的越早，采取的防治措施越恰当的话，预后效果就会越好，治愈的几率也就会越大。
645,645,引起癫痫的病因很复杂，比如遗传代谢障碍性疾病，外伤感染中毒，颅内肿瘤脑血管疾病，高热惊厥等等，另外，小孩子的学习压力大，精神紧张，往往会经常性的熬夜、用脑过度也可能降低脑神经对外界的抵抗力而诱发癫痫病。
646,646,癫痫与癔病是截然不同的两种疾病，前者属于器质性疾患，后者为功能性疾患，也称为歇斯底里，是神经征的一种。
647,647,癫痫即俗称的“羊角风”或“羊癫风”，是多种原因引起脑部神经元群阵发性异常放电所致的发作性运动、感觉、意识、精神、植物神经功能异常的一种疾病。据中国最新流行病学资料显示，国内癫痫的总体患病率为7。0，年发病率为28。8/10万，1年内有发作的活动性癫痫患病率为4。6。
648,648,首先，癫痫病如果得到有效的控制，没有反复的发作，就可以从事日常的工作。但是癫痫患者一定要正规长期每日服用抗癫痫的药物，定期到神经内科随访复查动态脑电图。
649,649,你好，临床表现为短暂的感觉障碍，肢体抽搐，意识丧失，行为障碍或植物神经功能异常。癫痫病的检查有eeg、beam、holter（脑电图、脑电地形图、动态脑电图监测）：可见明确病理波、棘波、尖波、棘-慢波或尖-慢波。如为继发性癫痫应进一步行头颅ct、头颅mri、mra、dsa等检查可发现相应的病灶。
650,650,患者病情发作的时候一定要避免强力的按压癫痫病患者，以免造成骨折等不好的情况，而且要第一时间让患者躺在柔软舒服的地方，以免受到外伤很重要，也要让患者远离危险性高的地方，以防出现意外的情况，要是癫痫病发作的时间比较长的话，就要及时拨打急救电话，让医生帮助治疗，才能预防出现意外的情况。
651,651,拉莫三嗪片主要成分为拉莫三嗪，拉莫三嗪是一种封闭电压应用依从性的钠离子高通道阻滞剂，常用于癫痫病的治疗，对躁狂症引起的抽搐有一定的疗效。患者可在医生指导下合并其他药物一起治疗。意见建议：躁狂症应在药物治疗基础上加上心理治疗。识别和改善患者不良的认知模式、情绪和行为模式，提供危机干预，向患者和家属宣传疾病知识，以提高治疗疗效，提高社会适应性及改善社会功能，提高依从性、减少复发。患者应定期门诊治疗，进行药物调整，选择合适的药物，避免药物不良反应的发生。
652,652,你好，癫痫的话需要每天服用药物，不能随便停止的，而且的话要注意生活规律，多注意休息，避免身体过度劳累，避免辛辣刺激性的食物。
653,653,你好，儿童有了癫痫病之后，精神行为异常表现形式可以是多种多样的。有个别患儿在某种程度上能自行诱发或控制发作，一般家属都很难发觉异常。也会有一些异常表现，如任性、暴躁、好激动、胆怯、多疑、破坏和攻击行为，但以忧郁、社会退縮、强迫性、多动。癞痫儿童的精神行为异常要及早引家长注意，情况严重时应求助于精神科医生。
654,654,癫痫病的危害比较大，一些病程比较长的癫痫病患者甚至出现了行为怪异的现象，主要的表现就是不喜欢说话、性格内向、容易发脾气、寿命缩短等等。还有一些癫痫病患者发作的时候疾病来的非常突然，这种情况是容易造成意外伤害的，比如在路上跌倒摔伤、组织器官损害等等。
655,655,癫痫病发作时会出现短暂的脑供血不足，导致脑缺氧，长时间反复发作会对大脑功能有一定影响。癫痫病发作时首先应该注意保护患者避免摔伤，保持气道通畅，预防窒息。
656,656,小儿良性感情性癫痫常3～10岁起病，发作以恐慌、叫喊等情感症状为主，可有咀嚼、吞咽等自动症。小儿良性癫痫的一种，小儿良性癫痫是指发生在某一特定年龄阶段，临床表现及脑电图都具有一定特征性，能自行缓解或抗癫痫药治疗效果较好，预后良好的一类癫痫综合征。属儿童期特有的一种类型，有明显遗传因素，能自然缓解，预后良好。建议就诊于儿童医院神经内科进一步检查及治疗。
657,657,普通类型的癫痫通过正规的治疗，一般不影响寿命，对生命有威胁的是来自发作过程的外部意外事件，如果在游泳、高空作业或驾驶车辆时发作，便可引起严重后果。
658,658,手术治疗是见效比较快的一种治疗方法，那既然手术见效快为什么不都采用手术治疗呢，这是因为手术并不适用所有癫痫病人，另外它的风险也是比较大的
659,659,癫痫病的病因分遗传因素和非遗传因素两种。其中非遗传因素又有许多类型，最主要的是脑部疾病，如肿瘤和脑外伤。
660,660,目前癫痫治疗的方法是很多，主要是查明引起癫痫的原因，明确后针对病因进行治疗在医师的指导下服用抗癫痫药物尽早治疗
661,661,你好，由于某种因素的不同，造成癫痫的情况也会有很大的不同，不同年龄阶段引起癫痫的，主要病因有所不同。年龄或脑的成熟程度，不仅影响发作的倾向，也影响发作的类型。
662,662,因为癫痫病的特征，很容易导致癫痫病人在上学、就业、婚姻、社交等方面遭到的轻视和在社会、家庭生活中遭到的不公正待遇，可引发癫痫病人精神抑郁、焦虑、自悲等容易患上心理疾病的，因此患者是要注意及时调整好自己的心态的，要注意及时治疗。
663,663,天患上的癫痫病患者，也要关注我们的癫痫病遗传的问题，如果癫痫病能遗传给我们的孩子，那么我们的家庭又出现癫痫病患者，就会给我们的家庭带来很多的痛苦，为此很多的家长走咨询，婴儿白天爱睡觉是不是癫痫发作的预兆啊？如果我们的孩子出现这样的现象，我们一定要及时的给他们进行检查。
664,664,忧郁本身是癫痫的诱发因素，而罹患癫痫以后往往会使忧郁症状加重。忧郁的人心理负担比较重，经常闷闷不乐，心情也不舒畅，久而久之，甚至会发展成为精神抑郁症，增加患者的痛苦，影响治疗效果。部分患者意识到自己的疾病情况，总觉得和正常人不一样，工作、学习和生活等都受到一定的限制。
665,665,根据你描述的这种情况，癫痫病是大脑细胞的不正常的放电导致的，自闭症是，先天性的遗传性疾病，这是两种完全不同的疾病。之间没有任何关系。
666,666,癫痫病治疗还是主张药物治疗，目前已经存在越来越多的抗癫痫药物，人们可以选择更广泛的药物。但这些药物也存在疗效慢、疗程长、副作用大等缺点。而药物治疗需要严格遵循用药原则，才能成功控制病情。因此选择药物治疗的时候一定要谨慎。
667,667,癫痫是一种病因病种非常繁多的神经系统疾病，医师在为患者进行癫痫的治疗时往往要根据患者的病因病症来选择抗癫痫药物，对症下药。尽量让孩子参加集体活动，集体活动包括邻居小朋友相邀的游戏、做作业；包括学校、班级统一组织的文体活动；包括祝贺同学生日、欢送老师等等。从集体活动中体验友谊、智慧与温暖。
668,668,癫痫是由于神经元异常放电引起的短暂性脑功能障碍，婴儿癫痫发作的原因很多，像先天性疾病如脑积水，产伤也可以引起，脑部疾病感染，建议你及时带孩子去做个系统的检查，及时治疗。
669,669,癫痫病通过正确的治疗，大多数癫痫患者是可以控制的，愈后是良好的。
670,670,你好，癫痫发作，就会出现这种身体抽搐，口吐白沫的情况在他身边的人一定要对他进行急救。其实你并不需要太害怕你需要做的是把他的头偏向一侧，然后。等他出去完毕之后再扶他起来，不要按压他的肢体。
671,671,一些不会说话或语言障碍的孩子，到医院就诊时神经科医生常常要求患儿做24小时动态脑电图。有些家长非常不理解，甚至认为医生不合理开各种检查。其实，有时不会说话或语言障碍就是癫痫发作的一个临床表现。语言障碍是一种以获得性失语及癫痫发作为特征的少见综合症。
672,672,是大脑神经元突发性异常放电，导致短暂的大脑功能障碍的一种疾病治愈率比较低的，建议主要是采用药物控制发作频率，比如二甲双酮，乙琥胺等药物
673,673,孩子患有癫痫病一定要引起重视，避免耽误病情导致更严重的后果发生。频繁的癫痫发作会患者的大脑有一定的损伤，造成患者智力不同程度的影响，从而影响患者的学习和生活，尤其是对于孩子来说，情况尤为严重。孩子一旦被诊断为癫痫病，要尽快的进行治疗，一定要在正规医院进行详细的检查，根据其检查的结果，量身制定出最适合的治疗方案。只有进行有针对性的治疗以后，患者的病情才能得到最佳的治疗效果，不然盲目的治疗
674,674,癫痫病人抑郁的话有可能出现食不知味或是暴饮暴食，经常沉默寡言，食欲不振或是经常感到饥饿并且暴饮暴食，只有这样情绪才会感觉到稍微好一点。患者还是要注意调整好自己的情绪才好的。
